Criação da handle do arquivo XSV bem sucedida.
Definição do separador na handle do arquivo XSV bem sucedida.
Definição do arquivo de input da handle do arquivo XSV bem sucedida.
Adição de coluna na handle do arquivo XSV bem sucedida.
Adição de coluna na handle do arquivo XSV bem sucedida.
Adição de coluna na handle do arquivo XSV bem sucedida.
Adição de coluna na handle do arquivo XSV bem sucedida.
Transoformação da lista de colunas em conjunto de colunas bem sucedida.
DENOM_SOCIAL;DENOM_SOCIAL;SIT;CD_CVM;SETOR_ATIV
SEIVA S.A. - FLORESTAS E INDÚSTRIAS;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;ATIVO;10561;EMP. ADM. PART. - METALURGIA E SIDERURGIA
SEMENTES AGROCERES SA;SEMENTES AGROCERES SA;CANCELADA;10570;AGRICULTURA (AÇUCAR, ALCOOL E CANA)
SEMER SA;SEMER SA;CANCELADA;7242;METALURGIA E SIDERURGIA
SEMP TOSHIBA SA;SEMP TOSHIBA SA;CANCELADA;10588;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
SENDAS S/A;SENDAS S/A;CANCELADA;19291;COMÉRCIO (ATACADO E VAREJO)
SENECA COMPANHIA SECURITIZADORA;SENECA COMPANHIA SECURITIZADORA;ATIVO;23698;SECURITIZAÇÃO DE RECEBÍVEIS
SER EDUCACIONAL S.A.;SER EDUCACIONAL S.A.;ATIVO;23221;EDUCAÇÃO
SERGEN SERVS GERAIS DE ENG SA;SERGEN SERVS GERAIS DE ENG SA;CANCELADA;10596;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
SERMECO SERV MEC ENG CONST SA;SERMECO SERV MEC ENG CONST SA;CANCELADA;10600;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
SERNAMBETIBA TRUST SPE SA;SERNAMBETIBA TRUST SPE SA;CANCELADA;15903;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
SERRA AZUL WATER PARK SA;SERRA AZUL WATER PARK SA;ATIVO;14966;EMP. ADM. PART. - BRINQUEDOS E LAZER
SERTEP SA ENG. E MONTAGEM;SERTEP SA ENG. E MONTAGEM;CANCELADA;14770;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
SERVIX ENGENHARIA SA;SERVIX ENGENHARIA SA;CANCELADA;10626;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
SETA SA EXTRAT TANINO ACACIA;SETA SA EXTRAT TANINO ACACIA;CANCELADA;13404;PETROQUíMICOS E BORRACHA
SETAL INSTALACOES INDLS SA;SETAL INSTALACOES INDLS SA;CANCELADA;10634;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
SETIBA PARTICIPAÇÕES S/A;SETIBA PARTICIPAÇÕES S/A;CANCELADA;20834;EMP. ADM. PART. - SEM SETOR PRINCIPAL
SHOPPING CENTER TACARUNA SA;SHOPPING CENTER TACARUNA SA;CANCELADA;15733;EMP. ADM. PART. - COMéRCIO (ATACADO E VAREJO)
SHOPTIME SA;SHOPTIME SA;CANCELADA;15482;EMP. ADM. PART. - COMéRCIO (ATACADO E VAREJO)
SIBISA TRADING SA;SIBISA TRADING SA;CANCELADA;13587;COMÉRCIO EXTERIOR
SIBRA ELETROSIDERURGICA BRASILEIRA SA (atual Rio Doce Manganês S/A);SIBRA ELETROSIDERURGICA BRASILEIRA SA (atual Rio Doce Manganês S/A);CANCELADA;10669;METALURGIA E SIDERURGIA
SID INFORMATICA SA;SID INFORMATICA SA;CANCELADA;12254;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
SID MICROELETRONICA SA;SID MICROELETRONICA SA;CANCELADA;13099;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
SIDERURGIA BRASILEIRA SA;SIDERURGIA BRASILEIRA SA;CANCELADA;13374;EMP. ADM. PARTICIPAÇÕES
SIDERURGICA ACONORTE SA;SIDERURGICA ACONORTE SA;CANCELADA;10677;METALURGIA E SIDERURGIA
SIDERURGICA CEARENSE S/A;SIDERURGICA CEARENSE S/A;CANCELADA;13269;METALURGIA E SIDERURGIA
SIDERURGICA COFERRAZ SA;SIDERURGICA COFERRAZ SA;CANCELADA;10685;METALURGIA E SIDERURGIA
SIDERURGICA GUAIRA SA;SIDERURGICA GUAIRA SA;CANCELADA;10693;METALURGIA E SIDERURGIA
SIDERURGICA HIME;SIDERURGICA HIME;CANCELADA;10707;METALURGIA E SIDERURGIA
SIDERURGICA J L ALIPERTI SA;SIDERURGICA J L ALIPERTI SA;ATIVO;12823;METALURGIA E SIDERURGIA
SIDERURGICA RIOGRANDENSE SA;SIDERURGICA RIOGRANDENSE SA;CANCELADA;10723;METALURGIA E SIDERURGIA
SIFCO SA;SIFCO SA;CANCELADA;10740;METALURGIA E SIDERURGIA
SIFCOINVEST SA;SIFCOINVEST SA;CANCELADA;12203;EMP. ADM. PARTICIPAÇÕES
SIMESC SA;SIMESC SA;CANCELADA;10758;METALURGIA E SIDERURGIA
SINQIA S.A.;SINQIA S.A.;ATIVO;22799;COMUNICAÇÃO E INFORMÁTICA
SIOM SA I INSTRS DE OTICA MEC;SIOM SA I INSTRS DE OTICA MEC;CANCELADA;10774;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
SIPOREX CONCRETO CELULAR SA;SIPOREX CONCRETO CELULAR SA;CANCELADA;10782;EXTRAÇÃO MINERAL
SISAL BAHIA HOTEIS TURISMO SA;SISAL BAHIA HOTEIS TURISMO SA;CANCELADA;10790;HOSPEDAGEM E TURISMO
SISAL IMOB SANTO AFONSO SA;SISAL IMOB SANTO AFONSO SA;CANCELADA;10804;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
SIT SOC DE INSTALACOES TECS SA;SIT SOC DE INSTALACOES TECS SA;CANCELADA;10812;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
SLC AGRICOLA SA;SLC AGRICOLA SA;ATIVO;20745;AGRICULTURA (AÇUCAR, ALCOOL E CANA)
SLOT URBANISMO S.A.;SLOT URBANISMO S.A.;CANCELADA;24678;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
SMA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;SMA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;CANCELADA;15148;EMP. ADM. PART. - SERVIçOS MéDICOS
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;ATIVO;24260;BRINQUEDOS E LAZER
SMILES FIDELIDADE S.A.;SMILES FIDELIDADE S.A.;ATIVO;24252;COMÉRCIO (ATACADO E VAREJO)
SMILES S.A.;SMILES S.A.;CANCELADA;23140;COMÉRCIO (ATACADO E VAREJO)
SNB PARTICIPACOES SA;SNB PARTICIPACOES SA;ATIVO;14303;EMP. ADM. PART. - COMéRCIO (ATACADO E VAREJO)
SOBLOCO CONSTRUTORA SA;SOBLOCO CONSTRUTORA SA;CANCELADA;10820;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
SOBRAL INVICTA SA;SOBRAL INVICTA SA;CANCELADA;13501;OUTRAS ATIVIDADES INDUSTRIAIS
SOC.DE ABASTEC.DE ÁGUA E SANEAMENTO S.A.;SOC.DE ABASTEC.DE ÁGUA E SANEAMENTO S.A.;ATIVO;16241;SANEAMENTO, SERV. ÁGUA E GáS
SOCIED. PAULIS ARTEF METALS/A;SOCIED. PAULIS ARTEF METALS/A;CANCELADA;13145;METALURGIA E SIDERURGIA
SOCIEDADE PART CIMENTEIRAS SA;SOCIEDADE PART CIMENTEIRAS SA;CANCELADA;16217;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
SOFIMA SA;SOFIMA SA;CANCELADA;13129;OUTRAS ATIVIDADES INDUSTRIAIS
SOGERAL LEASING SA ARREND MERC;SOGERAL LEASING SA ARREND MERC;CANCELADA;10855;ARRENDAMENTO MERCANTIL
SOLA SA INDS ALIMENTICIAS;SOLA SA INDS ALIMENTICIAS;CANCELADA;14710;ALIMENTOS
SOLAE DO BRASIL HOLDINGS SA;SOLAE DO BRASIL HOLDINGS SA;CANCELADA;19410;EMP. ADM. PARTICIPAÇÕES
SOLE DO BRASIL S.A. TELECOMUNICAÇÕES E COMERCIO EXTERIOR;SOLE DO BRASIL S.A. TELECOMUNICAÇÕES E COMERCIO EXTERIOR;CANCELADA;16004;TELECOMUNICAÇÕES
SOMOS EDUCAÇÃO S.A.;SOMOS EDUCAÇÃO S.A.;CANCELADA;22551;GRÁFICAS E EDITORAS
SONAE DISTRIBUIÇÃO BRASIL SA;SONAE DISTRIBUIÇÃO BRASIL SA;CANCELADA;16055;COMÉRCIO (ATACADO E VAREJO)
SONDIS BRASIL SA;SONDIS BRASIL SA;CANCELADA;17981;EMP. ADM. PARTICIPAÇÕES
SONDOTECNICA ENGENHARIA DE SOLOS S/A.;SONDOTECNICA ENGENHARIA DE SOLOS S/A.;ATIVO;10880;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
SOPAVE SA SOC PAUL DE VEICULOS;SOPAVE SA SOC PAUL DE VEICULOS;CANCELADA;10898;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
SORANA COML E IMPORTADORA SA;SORANA COML E IMPORTADORA SA;CANCELADA;10901;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
SOTREQ SA TRATORES E EQUIPS;SOTREQ SA TRATORES E EQUIPS;CANCELADA;10910;COMÉRCIO (ATACADO E VAREJO)
SOUTO VIDIGAL SA;SOUTO VIDIGAL SA;CANCELADA;9547;EMP. ADM. PARTICIPAÇÕES
SOUZA CRUZ SA;SOUZA CRUZ SA;CANCELADA;4057;BEBIDAS E FUMO
SPE AKRO SECURITIZADORA S.A.;SPE AKRO SECURITIZADORA S.A.;CANCELADA;23361;SECURITIZAÇÃO DE RECEBÍVEIS
SPERB DO NE SA IND TEXTIL;SPERB DO NE SA IND TEXTIL;CANCELADA;10936;TEXTIL E VESTUÁRIO
SPERRY SA;SPERRY SA;CANCELADA;10944;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
SPLICE DO BRASIL TELEC  E ELETRONICA S/A;SPLICE DO BRASIL TELEC  E ELETRONICA S/A;CANCELADA;16489;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
SPRINGER CARRIER NE SA;SPRINGER CARRIER NE SA;CANCELADA;10952;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
SPRINGER SA;SPRINGER SA;ATIVO;10960;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
SPRINGS GLOBAL PARTICIPAÇÕES S/A;SPRINGS GLOBAL PARTICIPAÇÕES S/A;ATIVO;20966;EMP. ADM. PART. - TêXTIL E VESTUáRIO
SPSCS INDUSTRIAL SA;SPSCS INDUSTRIAL SA;CANCELADA;1953;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
ST MICHEL SA;ST MICHEL SA;CANCELADA;15725;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
STANDARD ELETRONICA SA;STANDARD ELETRONICA SA;CANCELADA;10979;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS;STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS;ATIVO;24201;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
STATKRAFT ENERGIAS RENOVÁVEIS S.A.;STATKRAFT ENERGIAS RENOVÁVEIS S.A.;ATIVO;22594;ENERGIA ELÉTRICA
STEIN SP II PARTICIPAÇÕES S.A.;STEIN SP II PARTICIPAÇÕES S.A.;CANCELADA;22292;EMP. ADM. PART. - PETRóLEO E GáS
STEVIAFARMA INDUSTRIAL SA;STEVIAFARMA INDUSTRIAL SA;CANCELADA;13153;FARMACêUTICO E HIGIENE
SUBESTAÇÃO ELETROMETRÔ S/A;SUBESTAÇÃO ELETROMETRÔ S/A;CANCELADA;17787;EMP. ADM. PART. - ENERGIA ELéTRICA
SUBMARINO S/A;SUBMARINO S/A;CANCELADA;19682;COMÉRCIO (ATACADO E VAREJO)
SUDESTE SA;SUDESTE SA;ATIVO;16586;EMP. ADM. PART. - SEM SETOR PRINCIPAL
SUDESTE SA IND E COMERCIO;SUDESTE SA IND E COMERCIO;CANCELADA;10995;COMÉRCIO (ATACADO E VAREJO)
SUGOI S.A.;SUGOI S.A.;ATIVO;23957;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
SUL 116 PARTICIPAÇÕES S.A.;SUL 116 PARTICIPAÇÕES S.A.;ATIVO;16438;EMP. ADM. PART. - TELECOMUNICAçõES
SUL AMERICA CAPITALIZACAO S.A.;SUL AMERICA CAPITALIZACAO S.A.;CANCELADA;11002;SEGURADORAS E CORRETORAS
SUL AMERICA CIA NACL SEGUROS;SUL AMERICA CIA NACL SEGUROS;CANCELADA;11010;SEGURADORAS E CORRETORAS
SUL AMERICA S/A;SUL AMERICA S/A;ATIVO;21121;EMP. ADM. PART. - SEGURADORAS E CORRETORAS
SUL AMERICA STA CRUZ SEGS SA;SUL AMERICA STA CRUZ SEGS SA;CANCELADA;10413;SEGURADORAS E CORRETORAS
SUL BRASILEIRO COM IMP EXP SA;SUL BRASILEIRO COM IMP EXP SA;CANCELADA;11037;EMP. ADM. PARTICIPAÇÕES
SUL BRASILEIRO CRED.,FINANC.E;SUL BRASILEIRO CRED.,FINANC.E;CANCELADA;11045;CRÉDITO IMOBILIÁRIO
SUL INVEST SECURITIZADORA S.A.;SUL INVEST SECURITIZADORA S.A.;CANCELADA;23345;SECURITIZAÇÃO DE RECEBÍVEIS
SUL LOGISTICA SA;SUL LOGISTICA SA;CANCELADA;16144;EMP. ADM. PARTICIPAÇÕES
SULABENTURES SA;SULABENTURES SA;CANCELADA;15008;EMP. ADM. PARTICIPAÇÕES
SULFAB CIA SULFOQUIMICA DA BA;SULFAB CIA SULFOQUIMICA DA BA;CANCELADA;11053;PETROQUíMICOS E BORRACHA
SULINA ALIMENTOS SA;SULINA ALIMENTOS SA;CANCELADA;6254;ALIMENTOS
SUPERAGRO SA FERT INSETICIDAS;SUPERAGRO SA FERT INSETICIDAS;CANCELADA;11061;PETROQUíMICOS E BORRACHA
SUPERMERCADOS REAL SA;SUPERMERCADOS REAL SA;CANCELADA;7820;COMÉRCIO (ATACADO E VAREJO)
SUPERVIA CONCESS. DE TRANPORTE FERR. S/A;SUPERVIA CONCESS. DE TRANPORTE FERR. S/A;CANCELADA;18880;SERVIçOS TRANSPORTE E LOGíSTICA
SURAMIC S R A M IND COM SA;SURAMIC S R A M IND COM SA;CANCELADA;11096;EMP. ADM. PARTICIPAÇÕES
SUZANO HOLDING S.A.;SUZANO HOLDING S.A.;ATIVO;9067;EMP. ADM. PART. - PAPEL E CELULOSE
SUZANO S.A.;SUZANO S.A.;ATIVO;13986;PAPEL E CELULOSE
SV ENGENHARIA SA;SV ENGENHARIA SA;CANCELADA;12998;METALURGIA E SIDERURGIA
T BARRETO IND COM SA;T BARRETO IND COM SA;CANCELADA;11118;TEXTIL E VESTUÁRIO
T4F ENTRETENIMENTO SA;T4F ENTRETENIMENTO SA;CANCELADA;21326;BRINQUEDOS E LAZER
T4F ENTRETENIMENTO SA;T4F ENTRETENIMENTO SA;ATIVO;22454;BRINQUEDOS E LAZER
TAIPE TRANCOSO EMPREENDIMENTOS S/A;TAIPE TRANCOSO EMPREENDIMENTOS S/A;CANCELADA;20508;HOSPEDAGEM E TURISMO
TAM S.A.;TAM S.A.;CANCELADA;16390;SERVIçOS TRANSPORTE E LOGíSTICA
TAM TRANSP AEREOS REGIONAIS SA;TAM TRANSP AEREOS REGIONAIS SA;CANCELADA;12297;SERVIçOS TRANSPORTE E LOGíSTICA
TARPON INVESTIMENTOS S/A;TARPON INVESTIMENTOS S/A;CANCELADA;21717;EMP. ADM. PART. - INTERMEDIAçãO FINANCEIRA
TAURUS ARMAS S.A.;TAURUS ARMAS S.A.;ATIVO;6173;METALURGIA E SIDERURGIA
TC SECURITIES CIA DE SECURITIZAÇÃO;TC SECURITIES CIA DE SECURITIZAÇÃO;CANCELADA;20389;SECURITIZAÇÃO DE RECEBÍVEIS
TCO CELULAR PARTICIPAÇÕES  S/A;TCO CELULAR PARTICIPAÇÕES  S/A;CANCELADA;17612;EMP. ADM. PART. - TELECOMUNICAçõES
TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.;TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.;ATIVO;24066;SERVIçOS TRANSPORTE E LOGíSTICA
TEC TOY S/A;TEC TOY S/A;CANCELADA;14133;MáQUINAS, EQUIPAMENTOS, VEíCULOS E PEçAS
TECANOR SA TEXTIL CATAR DO NE;TECANOR SA TEXTIL CATAR DO NE;CANCELADA;11126;TEXTIL E VESTUÁRIO
TECBLU - TECELAGEM BLUMENAU S/A.;TECBLU - TECELAGEM BLUMENAU S/A.;ATIVO;11215;TEXTIL E VESTUÁRIO
TECELAGEM MALHARIA INDAIAL SA;TECELAGEM MALHARIA INDAIAL SA;CANCELADA;11134;TEXTIL E VESTUÁRIO
TECHNOS RELOGIOS SA;TECHNOS RELOGIOS SA;CANCELADA;11169;COMÉRCIO (ATACADO E VAREJO)
TECHNOS SA;TECHNOS SA;ATIVO;22519;COMÉRCIO (ATACADO E VAREJO)
TECNISA S/A;TECNISA S/A;ATIVO;20435;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
TECNO WASTE S.A.;TECNO WASTE S.A.;CANCELADA;23051;EMP. ADM. PART. - SEM SETOR PRINCIPAL
TECNOMONT PROJS MONTS INDLS SA;TECNOMONT PROJS MONTS INDLS SA;CANCELADA;11193;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
TECNOSOLO S/A - EM RECUPERAÇÃO JUDICIAL;TECNOSOLO S/A - EM RECUPERAÇÃO JUDICIAL;ATIVO;11207;CONSTRUçãO CIVIL, MAT. CONSTR. E DECORAçãO
TECPART PARTS E EMPREENDS SA;TECPART PARTS E EMPREENDS SA;CANCELADA;13102;EMP. ADM. PARTICIPAÇÕES
TEGENER PARTICIPACOES SA;TEGENER PARTICIPACOES SA;CANCELADA;14702;EMP. ADM. PARTICIPAÇÕES
TEGMA GESTÃO LOGÍSTICA SA;TEGMA GESTÃO LOGÍSTICA SA;ATIVO;20800;SERVIçOS TRANSPORTE E LOGíSTICA
TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL;TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL;ATIVO;11223;TEXTIL E VESTUÁRIO
TEKNO S.A. INDÚSTRIA E COMÉRCIO;TEKNO S.A. INDÚSTRIA E COMÉRCIO;ATIVO;11231;EMP. ADM. PART. - METALURGIA E SIDERURGIA
TELAIMA CELULAR SA;TELAIMA CELULAR SA;CANCELADA;17094;TELECOMUNICAÇÕES
TELAMAZON CELULAR SA;TELAMAZON CELULAR SA;CANCELADA;17108;TELECOMUNICAÇÕES
TELASA CELULAR SA;TELASA CELULAR SA;CANCELADA;17116;TELECOMUNICAÇÕES
TELE LESTE CELULAR PARTICIPAÇÕES SA;TELE LESTE CELULAR PARTICIPAÇÕES SA;CANCELADA;17698;EMP. ADM. PART. - TELECOMUNICAçõES
TELE NORDESTE CELULAR PARTICIPAÇÕES SA;TELE NORDESTE CELULAR PARTICIPAÇÕES SA;CANCELADA;17663;EMP. ADM. PARTICIPAÇÕES
TELE NORTE CELULAR PARTICIPAÇÕES SA;TELE NORTE CELULAR PARTICIPAÇÕES SA;CANCELADA;17604;TELECOMUNICAÇÕES
TELE NORTE LESTE PARTICIPAÇÕES SA;TELE NORTE LESTE PARTICIPAÇÕES SA;CANCELADA;17655;TELECOMUNICAÇÕES
TELE SUDESTE CELULAR PARTICIPAÇÕES SA;TELE SUDESTE CELULAR PARTICIPAÇÕES SA;CANCELADA;17620;EMP. ADM. PART. - TELECOMUNICAçõES
TELEACRE CELULAR SA;TELEACRE CELULAR SA;CANCELADA;17124;TELECOMUNICAÇÕES
TELEAMAPÁ CELULAR SA;TELEAMAPÁ CELULAR SA;CANCELADA;17132;TELECOMUNICAÇÕES
TELEBAHIA CELULAR SA;TELEBAHIA CELULAR SA;CANCELADA;17140;TELECOMUNICAÇÕES
TELEBRASÍLIA CELULAR SA;TELEBRASÍLIA CELULAR SA;CANCELADA;17159;TELECOMUNICAÇÕES
TELEC. BRASILEIRAS S.A. - TELEBRÁS;TELEC. BRASILEIRAS S.A. - TELEBRÁS;ATIVO;11258;TELECOMUNICAÇÕES
TELECEARÁ CELULAR SA;TELECEARÁ CELULAR SA;CANCELADA;17167;TELECOMUNICAÇÕES
TELECOM BRASILIA SA;TELECOM BRASILIA SA;CANCELADA;11274;TELECOMUNICAÇÕES
TELECOM SAO PAULO SA;TELECOM SAO PAULO SA;CANCELADA;11290;TELECOMUNICAÇÕES
TELECOM STA CATARINA SA;TELECOM STA CATARINA SA;CANCELADA;17833;TELECOMUNICAÇÕES
TELECOMUNICAÇÕES  ESP SANTO S A - TELEST;TELECOMUNICAÇÕES  ESP SANTO S A - TELEST;CANCELADA;11304;TELECOMUNICAÇÕES
TELECOMUNICAÇÕES BAHIA SA;TELECOMUNICAÇÕES BAHIA SA;CANCELADA;11266;TELECOMUNICAÇÕES
TELECOMUNICAÇÕES MINAS GERAIS SA;TELECOMUNICAÇÕES MINAS GERAIS SA;CANCELADA;11282;TELECOMUNICAÇÕES
TELEFÔNICA BRASIL S.A.;TELEFÔNICA BRASIL S.A.;ATIVO;17671;TELECOMUNICAÇÕES
TELEFONICA DATA BRASIL HOLDING SA;TELEFONICA DATA BRASIL HOLDING SA;CANCELADA;18937;TELECOMUNICAÇÕES
TELEGOIAS CELULAR SA;TELEGOIAS CELULAR SA;CANCELADA;17175;TELECOMUNICAÇÕES
TELEINVEST PARTICIPACOES SA;TELEINVEST PARTICIPACOES SA;CANCELADA;3565;EMP. ADM. PARTICIPAÇÕES
TELEMAR NORTE LESTE SA;TELEMAR NORTE LESTE SA;CANCELADA;11320;TELECOMUNICAÇÕES
TELEMAR PARTICIPAÇÕES SA;TELEMAR PARTICIPAÇÕES SA;CANCELADA;18678;EMP. ADM. PART. - TELECOMUNICAçõES
TELEMAT CELULAR SA;TELEMAT CELULAR SA;CANCELADA;17205;TELECOMUNICAÇÕES
TELEMIG CELULAR PARTICIPAÇÕES S.A.;TELEMIG CELULAR PARTICIPAÇÕES S.A.;CANCELADA;17701;TELECOMUNICAÇÕES
TELEMIG CELULAR SA;TELEMIG CELULAR SA;CANCELADA;17213;TELECOMUNICAÇÕES
TELEMS CELULAR SA;TELEMS CELULAR SA;CANCELADA;17841;TELECOMUNICAÇÕES
TELEPARÁ CELULAR SA;TELEPARÁ CELULAR SA;CANCELADA;17183;TELECOMUNICAÇÕES
TELEPISA CELULAR SA;TELEPISA CELULAR SA;CANCELADA;17191;TELECOMUNICAÇÕES
TELERGIPE CELULAR SA;TELERGIPE CELULAR SA;CANCELADA;17230;TELECOMUNICAÇÕES
TELERJ CELULAR SA;TELERJ CELULAR SA;CANCELADA;17248;TELECOMUNICAÇÕES
TELERN CELULAR SA;TELERN CELULAR SA;CANCELADA;17256;TELECOMUNICAÇÕES
TELERON CELULAR SA;TELERON CELULAR SA;CANCELADA;17264;TELECOMUNICAÇÕES
TELESC CELULAR S/A;TELESC CELULAR S/A;CANCELADA;17825;TELECOMUNICAÇÕES
TELESP CELULAR SA;TELESP CELULAR SA;CANCELADA;17272;TELECOMUNICAÇÕES
TELEST CELULAR SA;TELEST CELULAR SA;CANCELADA;17299;TELECOMUNICAÇÕES
TELET SA;TELET SA;CANCELADA;16152;TELECOMUNICAÇÕES
TELETRUST DE RECEBIVEIS SA;TELETRUST DE RECEBIVEIS SA;CANCELADA;15768;BANCOS
TELINVEST SA;TELINVEST SA;CANCELADA;17418;EMP. ADM. PART. - TELECOMUNICAçõES
TELPA CELULAR SA;TELPA CELULAR SA;CANCELADA;17302;TELECOMUNICAÇÕES
TELPART PARTICIPAÇÕES S/A;TELPART PARTICIPAÇÕES S/A;CANCELADA;17507;EMP. ADM. PART. - TELECOMUNICAçõES
TEMPO PARTICIPAÇOES S/A;TEMPO PARTICIPAÇOES S/A;CANCELADA;19917;EMP. ADM. PART. - SERVIçOS MéDICOS
TENENGE TEC NAC ENGENHARIA SA;TENENGE TEC NAC ENGENHARIA SA;CANCELADA;13579;SERVICOS DIVERSOS
TEREOS INTERNACIONAL S/A;TEREOS INTERNACIONAL S/A;CANCELADA;22136;ALIMENTOS
TERMELÉTRICA PERNAMBUCO III S.A.;TERMELÉTRICA PERNAMBUCO III S.A.;ATIVO;23329;ENERGIA ELÉTRICA
TERMINAIS PORT. DA PONTA DO FÉLIX S/A;TERMINAIS PORT. DA PONTA DO FÉLIX S/A;ATIVO;15407;SERVIçOS TRANSPORTE E LOGíSTICA
TERMINAL GARAGEM MENEZES CORTES SA;TERMINAL GARAGEM MENEZES CORTES SA;ATIVO;18538;SERVIçOS TRANSPORTE E LOGíSTICA
TERMINAL QUIM ARATU SA;TERMINAL QUIM ARATU SA;CANCELADA;11339;SERVIçOS TRANSPORTE E LOGíSTICA
TERMOLAR SA;TERMOLAR SA;CANCELADA;11347;OUTRAS ATIVIDADES INDUSTRIAIS
TERMOPERNAMBUCO SA;TERMOPERNAMBUCO SA;ATIVO;19852;ENERGIA ELÉTRICA
TERRA SANTA AGRO S.A.;TERRA SANTA AGRO S.A.;ATIVO;20354;AGRICULTURA (AÇUCAR, ALCOOL E CANA)
TESC - TERMINAL SANTA CATARINA S/A;TESC - TERMINAL SANTA CATARINA S/A;CANCELADA;16713;SERVIçOS TRANSPORTE E LOGíSTICA
TESLA COMPANHIA SECURITIZADORA DE CRÉDITOS;TESLA COMPANHIA SECURITIZADORA DE CRÉDITOS;CANCELADA;19526;SECURITIZAÇÃO DE RECEBÍVEIS
TEXA MARANHENSE SA;TEXA MARANHENSE SA;CANCELADA;11355;TEXTIL E VESTUÁRIO
TEXPAR SA;TEXPAR SA;CANCELADA;15873;EMP. ADM. PARTICIPAÇÕES
TEXTIL DUOMO SA;TEXTIL DUOMO SA;CANCELADA;12378;TEXTIL E VESTUÁRIO
TÊXTIL RENAUXVIEW S/A;TÊXTIL RENAUXVIEW S/A;ATIVO;7544;TEXTIL E VESTUÁRIO
TEXTILIA SA;TEXTILIA SA;CANCELADA;17426;EMP. ADM. PARTICIPAÇÕES
TFA SECURITIZADORA S/A;TFA SECURITIZADORA S/A;CANCELADA;20460;SECURITIZAÇÃO DE RECEBÍVEIS
TIGRE SA - TUBOS E CONEXÕES;TIGRE SA - TUBOS E CONEXÕES;CANCELADA;15962;EMP. ADM. PARTICIPAÇÕES
TIM NORDESTE TELECOMUNICAÇÕES S.A.;TIM NORDESTE TELECOMUNICAÇÕES S.A.;CANCELADA;17078;TELECOMUNICAÇÕES
TIM PARTICIPAÇÕES SA;TIM PARTICIPAÇÕES SA;ATIVO;17639;EMP. ADM. PART. - TELECOMUNICAçõES
TIM S.A.;TIM S.A.;ATIVO;24929;TELECOMUNICAÇÕES
TIM SUL S.A.;TIM SUL S.A.;CANCELADA;17221;TELECOMUNICAÇÕES
TITAN COMERCIO E INDUSTRIA SA;TITAN COMERCIO E INDUSTRIA SA;CANCELADA;11428;METALURGIA E SIDERURGIA
TIVIT TERCEIRIZAÇÃO DE PROCESSOS, SERVIÇOS E TECNOLOGIA S/A;TIVIT TERCEIRIZAÇÃO DE PROCESSOS, SERVIÇOS E TECNOLOGIA S/A;CANCELADA;21768;COMUNICAÇÃO E INFORMÁTICA
